Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,LLaMA Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Krippendorff's Alpha
Where in your home would you store a satchel?,room,"Satchel is kept in room. Satchel stored in room is easy to find and use. At desk, satchel cant be stored. We dont go to clothing store or luggage compartment to store the satchel. School is not in home.",a satchel is usually stored in a room.,"Satchels are used to carry books while walking so they should preferably be stored somewhere near study area eg -room. Closet, shelf etc are places meant for storing clothes only and not anything else. Shopkeeper has nothing to","{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8199999928474426,0.8100000023841858,0.89,0.86,-0.75,-0.48,0.15877683720748895,0.5714285714285715,
"If you see policemen outside wearing safety vest and holding flashlights, what are they doing?",direct traffic,The traffic is found outside and police uses flashlights to direct traffic. Vest is uniform of policemna to help people identify them. The flaslights are used to signal the traffic to direct traffic. All the other options are not fesiable as police does not use flashlights outside for it.,policemen are trained to direct traffic.,Safety vests make police officers visible on road during night so they can safely control vehicles moving through roads even when visibility decreases. Police officer can help people stuck due to some reason using their vehicle. All the other options have nothing to do with,"{""supports"": 3, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.3700000047683716,0.6899999976158142,0.87,0.85,-0.8,-0.2,-0.24455799402225922,0.05170876899950191,
A person who is focused on learning about science they will be gaining what?,scientific knowledge,"Scientific knowledge is what we learn from the scientific process, which involves experimenting and collecting data. A person who is focused on learning about science they will be gaining scientific knowledge. Atheism is not what they will be gaining whereas when people start learning about science and presented with hard science facts, many of them turn to atheism, but a simple learning of science is not the reason of atheism. New ideas is they will be gaining whereas focused learning about science is not of gaining new ideas. Become educated feelings never come when learning about science as science being a vast field you may never end up learning all. Have fun is they will be gaining and learning about science is not having fun.",science is a field that requires scientific knowledge.,"Science deals with various branches of study such as biology , chemistry physics etc so someone focusing on this field must have some kind of scientific knowledge. Other choices are not related to any aspect of science .","{""supports"": 4, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 3, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5199999809265137,0.3700000047683716,0.85,0.84,-1.08,-0.96,0.47058823529411764,0.7409585736349484,
What businesses  serve liquor?,bar,Bar is a place across which drinks or refreshments are served. Bar businesses serve liquor. Cabinet is a cupboard and not the business serving liquor. Fraternity house for are for fraternity people to reside or meet and not a business which serves beer. Soft drink is a non-alcoholic beverages and not a business to serve beer. State farm is large group of insurance companies and not a beer selling business.,bar businesses serve liquor,Bar sells liquors and they have special license to sell these items. They have servers serving customers while bartenders mix different ingredients together according to customer choice. All the other options are not correct because bar serves liquor only whereas pub,"{""supports"": 0, ""overall"": 5, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6800000071525574,0.6200000047683716,0.84,0.84,-1.23,-0.81,0.06299407883487121,0.5714285714285715,
He was eating a roast beef sandwich on his sofa bed and spilled what spicy spicy sauce on it?,horseradish,Spicy sauce is made from horseradish. He was eating a roast beef sandwich on his sofa bed and spilled horseradish spicy sauce on it. Texas is not a spicy sauce. He was not eating a sandwich in the guest room. He didnt spilled sauce in the living room. He spilled sauce on his sofa bed and sofa bed may not be kept at the basement.,horseradish is a spicy spicy sauce.,Horseradish has hot taste because of presence of mustard oil which makes this sauce spicier then others. So horseradish goes well with roasted meat dishes.All the other options have no relationship with roasts me,"{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7200000286102295,0.6200000047683716,0.86,0.84,-1.68,-0.91,0.0,0.8743856497851876,
John noticed a plate flanked by silverware set aside for him.  Where was this plate?,table,Plates are kept on table. Plates are not set aside at a restaurant. Silverware plates are not found in a train. Plates flanked by silverware are not kept in kitchen.,plates are typically placed on a table.,Table is defined as flat surface on top of legs used to put dishes etc. Hence plate is placed near to leg of table therefore on table. Rest of the answers do not fit into definition of table and are wrong answer choices.,"{""supports"": 4, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6899999976158142,0.5199999809265137,0.88,0.85,-0.43,-0.66,0.10012523486435176,0.7715167498104596,
"The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?",ignore,Sanctions against school shows that the school's efforts were ignored as they resulted in punishment for the school. All the other options are not fesiable as they are not related to what happened to the efforts of the school.,"sanctions against the school were a punishing blow, and they seemed to ignore efforts the school had made to change",Sanction is used when someone has done wrong deeds or committed crime. Here it seems that school was trying hard to correct itself but still got sanctioned. It doesnt seem to approve their effort rather ignoring them. All other options are,"{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8600000143051147,0.6499999761581421,0.88,0.87,-0.11,0.11,0.10526315789473682,0.3785166493051126,
What store is likely to have a non-functioning train as a result of electricity loss?,toy store,toy store is type of store andtoy store have toy train that needs electricity to work.train station or church or rest area is not a store. basement doesnt have non functioning train always.,toy stores are likely to have a non-functioning train as a result of electricity loss.,Toy trains use batteries so they function even without electricity but toys which need electrictiy are useless when there is no electricity around. Toys stores sells such kind of toys too. All the other options are places where elect,"{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7400000095367432,0.6899999976158142,0.87,0.86,-0.49,-0.68,-0.06299407883487121,0.7715167498104596,
What will someone do in the house in the evening because of being hungry?,cook dinner,"Dinner is a meal that is eaten in the night. To be able to eat dinner, one must cook it first. Evening is a time of the day before night which is when people generally cook dinner. Making bread comes under cook dinner and lunch is not had in the evening. Restaurant won’t be in the house and school is not an action to do.",cooking dinner is a way to eat food.,If I am starving I will definitely go out to have dinner but this sentence uses present continuous tense so its talking about how I would spend my day when I am starved. People do various activities in their free times when they get home during,"{""supports"": 3, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.699999988079071,0.3899999856948852,0.85,0.83,-1.1,-0.85,0.0,0.7863570994927848,
"People are purposefully harming others, what trait are they exhibiting?",cruel,Being cruel means wilfully causing pain and suffering to others. Causing pain and suffering purposefully means harming others. Harming others does not mean being deceptive. Altruistic does not mean wilfully harming others. Stupid people do not usually harm people purposefully. Agressive is an irrelevant option.,cruel is a term used to describe someone who intentionally harms others.,Cruelty refers to intentionally doing harsh thing to another person without any reason but just being evil. It is different from insensitive or negligent behavior because there is no mistake involved while inflicting pain on someone else deliberately,"{""supports"": 3, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.75,0.6800000071525574,0.85,0.85,-0.31,0.11,0.6007514091861106,0.5821817364274594,
